procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,school_id_clean,date_clean,vendor_clean,grain_clean,qty_kg_clean,cost_clean,cost_per_kg
MDM007038,11-30-2025,SCH0593,Singh Brothers,Lentils,46800,g,"4,212/-",,SCH0593,,Singh Brothers,Dal,46800.0,4212.0,0.09
MDM002779,04-03-2025,SCH0047,sharma traders pvt ltd,Sarson Tel,0.5760000000000001,bags,3456,Cleared,SCH0047,,Sharma Traders,Sarson Tel,0.5760000000000001,3456.0,5999.999999999999
MDM008080,2025-12-25,SCH-0112,Goyal Rice Mill,Cooking Oil,22900,grams,"Rs. 2,748",Paid,SCH0112,,Goyal Rice Mill,Cooking Oil,22900.0,2748.0,0.12
MDM004933,03-Aug-2025,SCH-0085,sharma traders pvt ltd,WHEAT,24.5,KGS,735/-,paid,SCH0085,,Sharma Traders,Wheat,24.5,735.0,30.0
MDM006061,28/12/2025,SCH-0253,Sharma Traders,Mustard Oil,,,"Rs. 5,712",Paid,SCH0253,,Sharma Traders,Mustard Oil,0.0,5712.0,0.0
MDM001986,11-27-2025,S0584,Kumar & Co.,Daal,,,1431,PENDING,SCH0584,,Kumar & Co,Daal,0.0,1431.0,0.0
MDM003862,07-26-2025,SCH0254,Kumar Supplies,Mustard Oil,37.1 kg,,"Rs. 4,452",PENDING,SCH0254,,Kumar Supplies,Mustard Oil,37.1,4452.0,120.0
MDM003481,08-Jan-2026,SCH-0569,Kumar Supplies,Lentils,0.672,Sacks,3024,Paid,SCH0569,,Kumar Supplies,Dal,0.672,3024.0,4500.0
MDM001535,24.08.2025,SCH0105,S. Agro Works,Rice,0.71,Bags,"Rs. 1,420",Due,SCH0105,,S Agro Works,Rice,0.71,1420.0,2000.0
MDM000326,01-04-2026,SCH0535,S. Agro Works,Wheat,0.71,Bori,"Rs. 1,065",Paid,SCH0535,,S Agro Works,Wheat,0.71,1065.0,1500.0
MDM005765,08-03-2025,sch_0510,Kumar Supplies,WHEAT,54.3 kg,,"Rs. 1,629",PENDING,SCH0510,,Kumar Supplies,Wheat,54.3,1629.0,30.0
MDM002339,09-Mar-2026,sch_0198,Sharma Traders,chawal,0.36,bags,Rs. 720,,SCH0198,,Sharma Traders,Rice,0.36,720.0,2000.0
MDM007117,2026-03-22,SCH-0066,S. Agro Works,Cooking Oil,1.13,Bags,"6,780/-",paid,SCH0066,,S Agro Works,Cooking Oil,1.13,6780.0,6000.000000000001
MDM003981,06-Apr-2025,SCH0267,Singh Brothers,Gehun,29700,grams,₹891,,SCH0267,,Singh Brothers,Wheat,29700.0,891.0,0.03
MDM009280,2025-09-25,SCH0303,Sharma & Sons,Atta,16.3,KG,₹489,PENDING,SCH0303,,Sharma & Sons,Atta,16.3,489.0,30.0
MDM007234,04-Sep-2025,SCH0198,Singh Brothers,Gehun,,,"Rs. 1,611",,SCH0198,,Singh Brothers,Wheat,0.0,1611.0,0.0
MDM004055,08-Dec-2025,sch0071,S. Agro Works,chawal,0.616,50kg Bags,"1,232/-",Due,SCH0071,,S Agro Works,Rice,0.616,1232.0,2000.0
MDM002238,2025/09/06,SCH0392,Singh Brothers,Atta,48.2 kg,,"₹1,446",paid,SCH0392,2025-09-06,Singh Brothers,Atta,48.2,1446.0,30.0
MDM005230,29.05.2025,SCH0531,Sharma & Sons,chawal,,,940,Paid,SCH0531,,Sharma & Sons,Rice,0.0,940.0,0.0
MDM009420,08/04/2025,sch0369,Sharma & Sons,Chawal,55.6,Kgs,,,SCH0369,,Sharma & Sons,Rice,55.6,0.0,0.0
MDM004572,01.04.2025,SCH0327,S. Agro Works,RICE,,,,Paid,SCH0327,,S Agro Works,Rice,0.0,0.0,0.0
MDM011951,2025-12-20,SCH-0160,Kumar Supplies,Sarson Tel,,,7164,Paid,SCH0160,,Kumar Supplies,Sarson Tel,0.0,7164.0,0.0
MDM005475,03-14-2026,SCH-0261,Sharma & Sons,Rice,14.2 kg,,568/-,,SCH0261,,Sharma & Sons,Rice,14.2,568.0,40.0
MDM010192,2025-07-27,SCH0332,Singh Agro,Rice,,,1384,Cleared,SCH0332,,Singh Agro,Rice,0.0,1384.0,0.0
MDM000865,2025/05/17,SCH-0198,Singh Agro,Cooking Oil,49000,Grams,5880,Paid,SCH0198,2025-05-17,Singh Agro,Cooking Oil,49000.0,5880.0,0.12
MDM008445,22-Dec-2025,SCH0411,kumar general store,Rice,37200,grams,1488,Pending,SCH0411,,Kumar General Store,Rice,37200.0,1488.0,0.04
MDM004943,02-Apr-2025,sch_0402,sharma traders pvt ltd,Pulses,31.7 kg,,,paid,SCH0402,,Sharma Traders,Dal,31.7,0.0,0.0
MDM002254,2025/11/18,SCH0195,Sharma & Sons,RICE,12800,Grams,512,Cleared,SCH0195,2025-11-18,Sharma & Sons,Rice,12800.0,512.0,0.04
MDM006011,2026-01-19,sch_0137,kumar general store,Mustard Oil,,,6624,Due,SCH0137,,Kumar General Store,Mustard Oil,0.0,6624.0,0.0
MDM007984,16-Nov-2025,sch0110,Goyal Rice Mill,Chawal,50500,g,"2,020/-",,SCH0110,,Goyal Rice Mill,Rice,50500.0,2020.0,0.04
MDM000372,2025-05-30,SCH-0032,Goyal Rice Mill,Lentils,,,2996,PENDING,SCH0032,,Goyal Rice Mill,Dal,0.0,2996.0,0.0
MDM008871,2025-12-26,SCH-0296,Sharma & Sons,Pulses,21200,g,"1,908/-",Pending,SCH0296,,Sharma & Sons,Dal,21200.0,1908.0,0.09
MDM011715,09-Sep-2025,SCH0176,Goyal Enterprises,Gehun,34.8,Kgs,"Rs. 1,044",Cleared,SCH0176,,Goyal Enterprises,Wheat,34.8,1044.0,30.000000000000004
MDM000610,2026/02/28,sch0125,goyal mill,Chawal,32200,g,"Rs. 1,288",Cleared,SCH0125,2026-02-28,Goyal Mill,Rice,32200.0,1288.0,0.04
MDM007259,03-Dec-2025,SCH0366,Kumar & Co.,Mustard Oil,55,kg,"₹6,600",Due,SCH0366,,Kumar & Co,Mustard Oil,55.0,6600.0,120.0
MDM010335,18-Sep-2025,sch0370,Sharma & Sons,Mustard Oil,32400,g,3888,,SCH0370,,Sharma & Sons,Mustard Oil,32400.0,3888.0,0.12
MDM010766,20-Jun-2025,SCH0010,Sharma Traders,RICE,0.648,Bags,1296,Cleared,SCH0010,,Sharma Traders,Rice,0.648,1296.0,2000.0
MDM008615,2026/01/09,sch0423,S. Agro Works,Mustard Oil,48100,Grams,5772,,SCH0423,2026-01-09,S Agro Works,Mustard Oil,48100.0,5772.0,0.12
MDM011472,06-Sep-2025,SCH-0519,Singh Brothers,Wheat,,,948,PENDING,SCH0519,,Singh Brothers,Wheat,0.0,948.0,0.0
MDM009654,2026-03-31,SCH0076,Singh Brothers,chawal,39.9,kg,"₹1,596",Due,SCH0076,,Singh Brothers,Rice,39.9,1596.0,40.0
MDM011923,25/03/2026,SCH0519,goyal mill,gehun,28.8,KG,864,PENDING,SCH0519,,Goyal Mill,Wheat,28.8,864.0,30.0
MDM009307,18-Nov-2025,sch_0396,kumar general store,Pulses,,,2160,Cleared,SCH0396,,Kumar General Store,Dal,0.0,2160.0,0.0
MDM005831,29/01/2026,SCH0568,kumar general store,Cooking Oil,30.8 kg,,"₹3,696",Paid,SCH0568,,Kumar General Store,Cooking Oil,30.8,3696.0,120.0
MDM002365,2025/05/30,sch0027,Kumar Supplies,Mustard Oil,19.1,kg,,PENDING,SCH0027,2025-05-30,Kumar Supplies,Mustard Oil,19.1,0.0,0.0
MDM003214,2025/10/13,SCH-0208,goyal mill,Dal,59.4,KG,5346,Pending,SCH0208,2025-10-13,Goyal Mill,Dal,59.4,5346.0,90.0
MDM005457,2025/06/05,sch_0471,Sharma & Sons,Pulses,32.4 kg,,2916,,SCH0471,2025-06-05,Sharma & Sons,Dal,32.4,2916.0,90.0
MDM000912,06-Aug-2025,0594,sharma traders pvt ltd,Atta,,,"1,095/-",Cleared,SCH0594,,Sharma Traders,Atta,0.0,1095.0,0.0
MDM011166,06/01/2026,SCH0294,Singh Brothers,Wheat,,,408,PENDING,SCH0294,,Singh Brothers,Wheat,0.0,408.0,0.0
MDM010775,01-06-2026,0039,Goyal Rice Mill,Rice,,,"₹1,496",,SCH0039,,Goyal Rice Mill,Rice,0.0,1496.0,0.0
MDM003790,07-20-2025,SCH0572,Singh Brothers,Dal,49.9,KG,"Rs. 4,491",Pending,SCH0572,,Singh Brothers,Dal,49.9,4491.0,90.0
MDM009039,12.07.2025,sch_0066,Sharma & Sons,Gehun,0.4,bags,₹600,Paid,SCH0066,,Sharma & Sons,Wheat,0.4,600.0,1500.0
MDM010405,06-28-2025,S0337,Kumar & Co.,WHEAT,10.7,kg,₹321,PENDING,SCH0337,,Kumar & Co,Wheat,10.7,321.0,30.000000000000004
MDM005582,10-08-2025,sch0083,S. Agro Works,dal,,,1737,PENDING,SCH0083,,S Agro Works,Dal,0.0,1737.0,0.0
MDM007061,2025/11/04,SCH0579,Goyal Rice Mill,Gehun,52.7 kg,,"Rs. 1,581",Pending,SCH0579,2025-11-04,Goyal Rice Mill,Wheat,52.7,1581.0,30.0
MDM009044,05-Jun-2025,S0419,Goyal Rice Mill,Pulses,56.3 kg,,"₹5,067",Pending,SCH0419,,Goyal Rice Mill,Dal,56.3,5067.0,90.0
MDM008644,06-17-2025,SCH0411,Kumar & Co.,WHEAT,38.0 kg,,"₹1,140",,SCH0411,,Kumar & Co,Wheat,38.0,1140.0,30.0
MDM005061,18-Jun-2025,SCH0365,Sharma & Sons,chawal,17.7,Kgs,,Pending,SCH0365,,Sharma & Sons,Rice,17.7,0.0,0.0
MDM001424,24-Jun-2025,SCH0516,S. Agro Works,Gehun,39.9,kg,"Rs. 1,197",Paid,SCH0516,,S Agro Works,Wheat,39.9,1197.0,30.0
MDM001731,27.11.2025,SCH0155,sharma traders pvt ltd,gehun,28.3 kg,,₹849,PENDING,SCH0155,,Sharma Traders,Wheat,28.3,849.0,30.0
MDM000480,10/02/2026,SCH0191,Sharma & Sons,Oil,14.8,KG,"₹1,776",Cleared,SCH0191,,Sharma & Sons,Oil,14.8,1776.0,120.0
MDM000663,11.12.2025,SCH0481,Kumar Supplies,gehun,13.1,KGS,393,paid,SCH0481,,Kumar Supplies,Wheat,13.1,393.0,30.0
MDM008584,12-06-2025,SCH0409,goyal mill,Dal,,,1980,,SCH0409,,Goyal Mill,Dal,0.0,1980.0,0.0
MDM006438,13/09/2025,S0357,Sharma & Sons,gehun,31.2,KG,936,,SCH0357,,Sharma & Sons,Wheat,31.2,936.0,30.0
MDM011090,29.08.2025,SCH-0468,kumar general store,Pulses,18.6,KGS,1674,Cleared,SCH0468,,Kumar General Store,Dal,18.6,1674.0,90.0
MDM010033,28-Jan-2026,sch0048,goyal mill,Rice,28.0 kg,,1120,Due,SCH0048,,Goyal Mill,Rice,28.0,1120.0,40.0
MDM002989,10-Jun-2025,sch0197,kumar general store,Chawal,50.7 kg,,"₹2,028",PENDING,SCH0197,,Kumar General Store,Rice,50.7,2028.0,40.0
MDM001120,30-May-2025,0490,S. Agro Works,WHEAT,,,₹852,Paid,SCH0490,,S Agro Works,Wheat,0.0,852.0,0.0
MDM002777,2026/03/24,SCH-0435,Singh Brothers,RICE,20400,g,Rs. 816,Pending,SCH0435,2026-03-24,Singh Brothers,Rice,20400.0,816.0,0.04
MDM004536,14.03.2026,sch_0405,Goyal Rice Mill,Cooking Oil,40.7 kg,,"₹4,884",Due,SCH0405,,Goyal Rice Mill,Cooking Oil,40.7,4884.0,119.99999999999999
MDM011791,09-12-2025,SCH0458,goyal mill,Gehun,,,,Paid,SCH0458,,Goyal Mill,Wheat,0.0,0.0,0.0
MDM008774,01/06/2025,SCH0514,Sharma Traders,Sarson Tel,0.982,50kg Bags,5892,Pending,SCH0514,,Sharma Traders,Sarson Tel,0.982,5892.0,6000.0
MDM011779,03/11/2025,SCH0090,kumar general store,Dal,,,"Rs. 5,211",Pending,SCH0090,,Kumar General Store,Dal,0.0,5211.0,0.0
MDM006350,31-May-2025,SCH0538,Sharma Traders,gehun,14200,grams,Rs. 426,Pending,SCH0538,,Sharma Traders,Wheat,14200.0,426.0,0.03
MDM010217,17-Jul-2025,SCH0296,Goyal Rice Mill,WHEAT,49.5,KG,1485,,SCH0296,,Goyal Rice Mill,Wheat,49.5,1485.0,30.0
MDM009472,2026-01-20,SCH0094,Goyal Rice Mill,Rice,43.2 kg,,"1,728/-",PENDING,SCH0094,,Goyal Rice Mill,Rice,43.2,1728.0,40.0
MDM007839,2025-09-29,SCH0145,Sharma Traders,Chawal,52400,g,2096,,SCH0145,,Sharma Traders,Rice,52400.0,2096.0,0.04
MDM005574,11/02/2026,S0519,kumar general store,Pulses,0.484,Bori,"Rs. 2,178",Due,SCH0519,,Kumar General Store,Dal,0.484,2178.0,4500.0
MDM006136,02/06/2025,sch0203,Sharma & Sons,gehun,23.8 kg,,Rs. 714,PENDING,SCH0203,,Sharma & Sons,Wheat,23.8,714.0,30.0
MDM005270,2026/02/22,SCH0166,S. Agro Works,gehun,,,₹759,PENDING,SCH0166,2026-02-22,S Agro Works,Wheat,0.0,759.0,0.0
MDM004428,05/09/2025,SCH0041,sharma traders pvt ltd,Chawal,0.996,bags,"Rs. 1,992",Cleared,SCH0041,,Sharma Traders,Rice,0.996,1992.0,2000.0
MDM009631,2025/05/09,sch0441,Kumar & Co.,Lentils,59.5,Kgs,,Cleared,SCH0441,2025-05-09,Kumar & Co,Dal,59.5,0.0,0.0
MDM005248,02/12/2025,S0195,goyal mill,Cooking Oil,1.152,Sacks,"₹6,912",Due,SCH0195,,Goyal Mill,Cooking Oil,1.152,6912.0,6000.0
MDM007337,21.08.2025,sch_0271,Goyal Enterprises,Chawal,27,kg,1080,,SCH0271,,Goyal Enterprises,Rice,27.0,1080.0,40.0
MDM003982,17.12.2025,SCH0336,Kumar & Co.,Dal,0.9940000000000001,Bori,"₹4,473",Paid,SCH0336,,Kumar & Co,Dal,0.9940000000000001,4473.0,4499.999999999999
MDM008911,11/04/2025,SCH0316,S. Agro Works,Mustard Oil,21700,Grams,"Rs. 2,604",paid,SCH0316,,S Agro Works,Mustard Oil,21700.0,2604.0,0.12
MDM011766,11-15-2025,sch_0159,Singh Agro,chawal,24.5,Kgs,Rs. 980,Cleared,SCH0159,,Singh Agro,Rice,24.5,980.0,40.0
MDM002894,06-Jan-2026,0163,sharma traders pvt ltd,RICE,25400,grams,"₹1,016",,SCH0163,,Sharma Traders,Rice,25400.0,1016.0,0.04
MDM002670,2025/10/21,SCH0302,Kumar & Co.,chawal,27.6,Kgs,1104,,SCH0302,2025-10-21,Kumar & Co,Rice,27.6,1104.0,40.0
MDM003978,04-Jul-2025,SCH-0290,Sharma & Sons,Cooking Oil,0.992,Bags,,Due,SCH0290,,Sharma & Sons,Cooking Oil,0.992,0.0,0.0
MDM008085,25.05.2025,sch_0087,Goyal Enterprises,Cooking Oil,37.4,Kgs,"₹4,488",,SCH0087,,Goyal Enterprises,Cooking Oil,37.4,4488.0,120.0
MDM000280,2025/12/19,SCH0426,Goyal Enterprises,WHEAT,24.6 kg,,738/-,Pending,SCH0426,2025-12-19,Goyal Enterprises,Wheat,24.6,738.0,30.0
MDM009748,24-Feb-2026,S0158,goyal mill,Pulses,31100,g,"2,799/-",Paid,SCH0158,,Goyal Mill,Dal,31100.0,2799.0,0.09
MDM009181,2026/02/28,sch_0582,goyal mill,Lentils,11.9,KG,"₹1,071",Pending,SCH0582,2026-02-28,Goyal Mill,Dal,11.9,1071.0,90.0
MDM009134,2026-03-10,sch_0477,Kumar Supplies,Dal,27200,Grams,"2,448/-",paid,SCH0477,,Kumar Supplies,Dal,27200.0,2448.0,0.09
MDM010892,08-29-2025,sch_0384,Goyal Rice Mill,Oil,1.106,50kg Bags,"6,636/-",paid,SCH0384,,Goyal Rice Mill,Oil,1.106,6636.0,5999.999999999999
MDM009368,03.10.2025,SCH0551,S. Agro Works,Chawal,35.2,KG,"Rs. 1,408",,SCH0551,,S Agro Works,Rice,35.2,1408.0,40.0
MDM005198,13/11/2025,S0291,S. Agro Works,Oil,1.156,bags,6936,Cleared,SCH0291,,S Agro Works,Oil,1.156,6936.0,6000.0
MDM004665,21/04/2025,SCH0125,Goyal Enterprises,Chawal,42700,grams,"1,708/-",Due,SCH0125,,Goyal Enterprises,Rice,42700.0,1708.0,0.04
MDM001695,27-Jun-2025,SCH0559,Sharma Traders,WHEAT,0.948,Bags,"₹1,422",Cleared,SCH0559,,Sharma Traders,Wheat,0.948,1422.0,1500.0
MDM011626,2026-02-26,sch_0331,Kumar & Co.,Sarson Tel,0.992,50kg Bags,"₹5,952",Due,SCH0331,,Kumar & Co,Sarson Tel,0.992,5952.0,6000.0
MDM005019,07-07-2025,SCH0406,Kumar Supplies,Lentils,1.026,Sacks,4617,Paid,SCH0406,,Kumar Supplies,Dal,1.026,4617.0,4500.0
MDM006134,2025-07-24,SCH0445,S. Agro Works,Daal,,,"₹1,386",,SCH0445,,S Agro Works,Daal,0.0,1386.0,0.0
MDM003480,27/11/2025,SCH0241,Sharma Traders,Wheat,40.5,KGS,1215,Paid,SCH0241,,Sharma Traders,Wheat,40.5,1215.0,30.0
MDM005555,2025/06/18,SCH0101,Kumar & Co.,Lentils,,,"Rs. 3,915",PENDING,SCH0101,2025-06-18,Kumar & Co,Dal,0.0,3915.0,0.0
MDM004417,02-17-2026,sch_0598,Kumar & Co.,Dal,56.9,kg,"₹5,121",Due,SCH0598,,Kumar & Co,Dal,56.9,5121.0,90.0
MDM011501,2025-04-08,sch_0105,kumar general store,dal,,,4347,Due,SCH0105,,Kumar General Store,Dal,0.0,4347.0,0.0
MDM004156,2025-10-05,SCH-0386,Singh Agro,Rice,18900,Grams,₹756,paid,SCH0386,,Singh Agro,Rice,18900.0,756.0,0.04
MDM004884,28-Aug-2025,sch_0374,Singh Agro,gehun,0.416,Sacks,₹624,Cleared,SCH0374,,Singh Agro,Wheat,0.416,624.0,1500.0
MDM005808,18/04/2025,SCH0094,Singh Agro,WHEAT,47.5 kg,,1425,paid,SCH0094,,Singh Agro,Wheat,47.5,1425.0,30.0
MDM003810,25.08.2025,SCH0248,Kumar Supplies,Pulses,40400,grams,3636,Due,SCH0248,,Kumar Supplies,Dal,40400.0,3636.0,0.09
MDM008185,2025/09/24,SCH-0425,Sharma Traders,Dal,0.61,50kg Bags,"Rs. 2,745",Due,SCH0425,2025-09-24,Sharma Traders,Dal,0.61,2745.0,4500.0
MDM010645,2025/07/06,SCH0276,S. Agro Works,Oil,0.46,50kg Bags,"Rs. 2,760",Due,SCH0276,2025-07-06,S Agro Works,Oil,0.46,2760.0,6000.0
MDM009850,06-24-2025,SCH0340,Sharma Traders,Rice,22.5 kg,,Rs. 900,Paid,SCH0340,,Sharma Traders,Rice,22.5,900.0,40.0
MDM004297,28/01/2026,sch_0341,Goyal Enterprises,Oil,,,3792,Due,SCH0341,,Goyal Enterprises,Oil,0.0,3792.0,0.0
MDM007056,2025/08/28,sch_0481,Sharma & Sons,Cooking Oil,29.7,KG,3564,paid,SCH0481,2025-08-28,Sharma & Sons,Cooking Oil,29.7,3564.0,120.0
MDM004684,31.01.2026,SCH0016,Singh Agro,RICE,,,Rs. 840,Cleared,SCH0016,,Singh Agro,Rice,0.0,840.0,0.0
MDM010611,04-09-2025,sch_0486,S. Agro Works,Cooking Oil,,,"Rs. 1,512",paid,SCH0486,,S Agro Works,Cooking Oil,0.0,1512.0,0.0
MDM008859,30-Nov-2025,SCH0144,Sharma Traders,WHEAT,,,,Due,SCH0144,,Sharma Traders,Wheat,0.0,0.0,0.0
MDM007435,09.01.2026,SCH0338,goyal mill,Cooking Oil,29.5 kg,,,Pending,SCH0338,,Goyal Mill,Cooking Oil,29.5,0.0,0.0
MDM005594,25-Oct-2025,S0464,kumar general store,Chawal,26.8,KG,"1,072/-",paid,SCH0464,,Kumar General Store,Rice,26.8,1072.0,40.0
MDM002210,2025/08/10,SCH0514,Sharma Traders,Mustard Oil,35900,Grams,4308,Pending,SCH0514,2025-08-10,Sharma Traders,Mustard Oil,35900.0,4308.0,0.12
MDM009741,2025/12/03,sch0257,Kumar & Co.,Sarson Tel,15700,grams,"1,884/-",PENDING,SCH0257,2025-12-03,Kumar & Co,Sarson Tel,15700.0,1884.0,0.12
MDM011881,07-15-2025,S0270,Sharma Traders,Mustard Oil,22.9 kg,,"2,748/-",,SCH0270,,Sharma Traders,Mustard Oil,22.9,2748.0,120.00000000000001
MDM005403,31-May-2025,sch_0554,Kumar Supplies,WHEAT,11.3,KG,339,Due,SCH0554,,Kumar Supplies,Wheat,11.3,339.0,29.999999999999996
MDM002411,2025-07-23,SCH-0440,Goyal Enterprises,Wheat,1.122,Bori,1683,Pending,SCH0440,,Goyal Enterprises,Wheat,1.122,1683.0,1499.9999999999998
MDM004564,15-Jun-2025,sch0365,Goyal Enterprises,Oil,35.6,KGS,4272,Due,SCH0365,,Goyal Enterprises,Oil,35.6,4272.0,120.0
MDM000185,2025-12-15,SCH0083,Goyal Rice Mill,Dal,1.16,Bags,"Rs. 5,220",PENDING,SCH0083,,Goyal Rice Mill,Dal,1.16,5220.0,4500.0
MDM007372,25-Apr-2025,SCH0147,Goyal Rice Mill,WHEAT,11.5,KG,₹345,Pending,SCH0147,,Goyal Rice Mill,Wheat,11.5,345.0,30.0
MDM007891,24/01/2026,SCH0175,Sharma & Sons,chawal,56300,grams,"2,252/-",Paid,SCH0175,,Sharma & Sons,Rice,56300.0,2252.0,0.04
MDM004517,07-Mar-2026,0299,sharma traders pvt ltd,Pulses,36.3 kg,,"3,267/-",Paid,SCH0299,,Sharma Traders,Dal,36.3,3267.0,90.0
MDM002351,02-26-2026,S0174,Sharma & Sons,Chawal,0.48,Bori,₹960,paid,SCH0174,,Sharma & Sons,Rice,0.48,960.0,2000.0
MDM000554,18-Mar-2026,SCH0150,Sharma Traders,Sarson Tel,,,4488,paid,SCH0150,,Sharma Traders,Sarson Tel,0.0,4488.0,0.0
MDM001398,24/12/2025,0020,Kumar Supplies,chawal,23.7,KGS,,Pending,SCH0020,,Kumar Supplies,Rice,23.7,0.0,0.0
MDM001385,22/07/2025,SCH0434,Singh Brothers,chawal,12200,grams,488,Cleared,SCH0434,,Singh Brothers,Rice,12200.0,488.0,0.04
MDM007285,11-01-2025,SCH0123,Sharma & Sons,Lentils,1.15,Bags,"₹5,175",Cleared,SCH0123,,Sharma & Sons,Dal,1.15,5175.0,4500.0
MDM007765,2025/05/25,0111,goyal mill,Cooking Oil,0.268,Bags,"₹1,608",,SCH0111,2025-05-25,Goyal Mill,Cooking Oil,0.268,1608.0,6000.0
MDM005857,04.08.2025,S0256,Goyal Enterprises,Oil,,,"Rs. 2,688",Due,SCH0256,,Goyal Enterprises,Oil,0.0,2688.0,0.0
MDM004904,23/12/2025,SCH0327,goyal mill,Atta,15500,Grams,₹465,Cleared,SCH0327,,Goyal Mill,Atta,15500.0,465.0,0.03
MDM000298,06-05-2025,0158,Singh Brothers,Cooking Oil,1.194,bags,7164,Cleared,SCH0158,,Singh Brothers,Cooking Oil,1.194,7164.0,6000.0
MDM000444,01.02.2026,sch_0031,sharma traders pvt ltd,WHEAT,57.1 kg,,"1,713/-",Cleared,SCH0031,,Sharma Traders,Wheat,57.1,1713.0,30.0
MDM010864,11-03-2025,SCH0380,Kumar & Co.,chawal,49.5,kg,1980,Cleared,SCH0380,,Kumar & Co,Rice,49.5,1980.0,40.0
MDM005216,01-27-2026,sch0405,Singh Agro,Oil,16600,g,"₹1,992",Pending,SCH0405,,Singh Agro,Oil,16600.0,1992.0,0.12
MDM009579,2025-07-21,sch_0346,Goyal Enterprises,Oil,43.5 kg,,5220,paid,SCH0346,,Goyal Enterprises,Oil,43.5,5220.0,120.0
MDM010059,24/08/2025,0013,Singh Brothers,Dal,14.6,kg,"1,314/-",Due,SCH0013,,Singh Brothers,Dal,14.6,1314.0,90.0
MDM002078,05.07.2025,SCH0121,Singh Agro,Pulses,0.95,Bori,4275,Paid,SCH0121,,Singh Agro,Dal,0.95,4275.0,4500.0
MDM007321,2026/01/31,SCH0038,sharma traders pvt ltd,RICE,44.7 kg,,1788,PENDING,SCH0038,2026-01-31,Sharma Traders,Rice,44.7,1788.0,40.0
MDM006018,2025-11-20,SCH0022,Goyal Enterprises,Wheat,20.6,KGS,₹618,Paid,SCH0022,,Goyal Enterprises,Wheat,20.6,618.0,29.999999999999996
MDM004752,24-Sep-2025,sch_0115,Kumar & Co.,Pulses,32.7 kg,,2943,Pending,SCH0115,,Kumar & Co,Dal,32.7,2943.0,89.99999999999999
MDM009871,01-09-2026,sch0401,Goyal Rice Mill,gehun,46.9,KGS,"₹1,407",PENDING,SCH0401,,Goyal Rice Mill,Wheat,46.9,1407.0,30.0
MDM002230,22/05/2025,SCH0559,Kumar Supplies,gehun,54700,Grams,"₹1,641",paid,SCH0559,,Kumar Supplies,Wheat,54700.0,1641.0,0.03
MDM002843,20-Feb-2026,SCH0442,Kumar & Co.,Rice,16,KG,640,Pending,SCH0442,,Kumar & Co,Rice,16.0,640.0,40.0
MDM002538,01-16-2026,sch_0300,sharma traders pvt ltd,dal,36.6,Kgs,"Rs. 3,294",Paid,SCH0300,,Sharma Traders,Dal,36.6,3294.0,90.0
MDM000195,01.09.2025,sch_0181,Singh Agro,RICE,25.2,KGS,"Rs. 1,008",PENDING,SCH0181,,Singh Agro,Rice,25.2,1008.0,40.0
MDM010246,11-May-2025,sch0119,Singh Brothers,Daal,0.92,Bori,4140,Pending,SCH0119,,Singh Brothers,Daal,0.92,4140.0,4500.0
MDM006637,03.02.2026,SCH-0200,goyal mill,Sarson Tel,17.8,Kgs,2136,,SCH0200,,Goyal Mill,Sarson Tel,17.8,2136.0,120.0
MDM007621,31.07.2025,sch_0202,Singh Brothers,Wheat,0.362,Sacks,₹543,paid,SCH0202,,Singh Brothers,Wheat,0.362,543.0,1500.0
MDM000818,2026/01/31,SCH0299,Singh Agro,RICE,45.3 kg,,1812,Due,SCH0299,2026-01-31,Singh Agro,Rice,45.3,1812.0,40.0
MDM003368,14-Oct-2025,SCH0241,Singh Agro,Chawal,41.6 kg,,1664,Cleared,SCH0241,,Singh Agro,Rice,41.6,1664.0,40.0
MDM006891,24-Sep-2025,sch_0212,sharma traders pvt ltd,chawal,14800,grams,Rs. 592,Pending,SCH0212,,Sharma Traders,Rice,14800.0,592.0,0.04
MDM006554,24-Jan-2026,SCH0566,Singh Agro,Sarson Tel,26.8 kg,,3216,Due,SCH0566,,Singh Agro,Sarson Tel,26.8,3216.0,120.0
MDM002579,13/01/2026,SCH0577,Goyal Enterprises,Sarson Tel,34.6 kg,,,Due,SCH0577,,Goyal Enterprises,Sarson Tel,34.6,0.0,0.0
MDM001132,18/02/2026,0063,Kumar Supplies,WHEAT,0.8440000000000001,Sacks,1266,PENDING,SCH0063,,Kumar Supplies,Wheat,0.8440000000000001,1266.0,1499.9999999999998
MDM011080,27.01.2026,sch_0332,Singh Agro,chawal,0.602,Sacks,"₹1,204",Due,SCH0332,,Singh Agro,Rice,0.602,1204.0,2000.0
MDM005506,22.03.2026,SCH0556,Singh Brothers,Atta,14.2,Kgs,Rs. 426,paid,SCH0556,,Singh Brothers,Atta,14.2,426.0,30.0
MDM006855,2025/06/04,sch0257,Singh Agro,gehun,38500,g,"Rs. 1,155",paid,SCH0257,2025-06-04,Singh Agro,Wheat,38500.0,1155.0,0.03
MDM006762,2025-08-28,sch_0169,goyal mill,Mustard Oil,16.7 kg,,2004,Pending,SCH0169,,Goyal Mill,Mustard Oil,16.7,2004.0,120.0
MDM006919,07/08/2025,SCH0597,goyal mill,Chawal,54600,g,,Paid,SCH0597,,Goyal Mill,Rice,54600.0,0.0,0.0
